ticker,total_var,syst_share,beta,momentum,amihud,log_dolvol,w,year,sec_CommSvcs,sec_ConsDis,sec_ConsStap,sec_Energy,sec_Financials,sec_HealthCare,sec_Industrials,sec_Materials,sec_RealEstate,sec_Utilities
QCOM,0.0003000484078247615,0.338628754298718,1.017626110373108,0.056520527652716035,2.574427725306885e-05,20.060165012394677,1.2374094746321668e-06,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTX,0.00013605610751207334,0.5559558844646248,0.8780309979063755,0.2141907425890755,4.368746194705428e-05,19.168464497223486,2.030372463725498e-06,2007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SBUX,0.00022522958256562456,0.381634260467337,0.9359810491917102,-0.5567504756491851,4.722970755295243e-05,19.358387502893706,2.5119829563416912e-06,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLB,0.000409017694361519,0.34827547591239055,1.204933716948657,0.4443569551713226,3.033196237781657e-05,20.08331830153667,9.552187359137212e-07,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SO,0.00011904303451485544,0.42320934021623435,0.7165727328529958,0.09290691529451743,0.00013312201587564203,17.90986871952183,3.2666001015336333e-06,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SPG,0.0004562359920986424,0.5386703338514289,1.5826575822772044,-0.11811590924475657,0.00022096134773457748,18.17755480272231,3.680123756850133e-07,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
T,0.00020288011421081237,0.4396712380874575,0.9534862407891899,0.20639350246309934,4.474846410788746e-05,19.30014069631105,1.03557189132828e-06,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGT,0.00043379938437569567,0.36788348968367407,1.2753526128736545,-0.12380853951161346,5.121002593947256e-05,19.533959037655563,6.236205171592224e-07,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMO,0.0001839246160938873,0.43552338138455016,0.903558609996244,0.2332502332010563,7.712638598385204e-05,18.741736901054054,2.802528630125271e-06,2007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TXN,0.0002454777817696948,0.28890867759374816,0.8501920705631608,0.14985614527776553,3.399587046982495e-05,19.58637868097408,3.237037448085939e-05,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNH,0.00016058715533864458,0.18915867731678784,0.5564154731791827,0.08176509573347923,2.985554223781575e-05,19.573783022864006,0.04301582984136783,2007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UNP,0.0003170984356156417,0.43701583404496286,1.1884373654739164,0.3246704278035248,7.587087439230127e-05,19.039912556389687,7.994150740080854e-07,2007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
UPS,9.526117881583996e-05,0.49548504106807195,0.6935917380968379,-0.03537418960740631,4.719566353937849e-05,18.860535425203434,0.0032174534736912554,2007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
USB,0.00017449937320990485,0.6360850919313543,1.0636168430336461,-0.08580963973305816,4.797314666495089e-05,18.973202366152364,6.560779935777029e-07,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
VZ,0.00014924361463868535,0.4456533793161527,0.823336072436148,0.19840002245670263,5.0133054003510766e-05,19.06716731626335,2.248304219716989e-06,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFC,0.0002838550021023155,0.5530197108678523,1.264879759667138,-0.13977623055543226,3.084707997512149e-05,19.69074333582546,5.5816236667505e-07,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WMT,0.00015956703261556704,0.44487897105660584,0.8505957041751094,0.05143826797997754,1.5565963708404874e-05,20.13487938760244,2.0173312141893484e-06,2007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOM,0.00022603718648411865,0.5818254561722384,1.1577558061466622,0.208336599793017,1.0854190172376012e-05,20.758041787047276,6.907220486486002e-07,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHW,0.00038117629340779605,0.5175362190685335,1.417959992608484,0.33498320017710365,0.00011160458958479349,18.814221622377794,4.3863897397816386e-07,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AAPL,0.0013735949040042318,0.46850500727916944,0.9583189260650882,-0.8254185111541628,6.369385835816341e-06,22.256910605895595,8.5412810262331e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABT,0.0003629699476152084,0.446540303188925,0.4809382038999422,-0.01909537543364148,4.791312655660665e-05,19.478606758670573,0.18484569216500327,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ACN,0.0007242321662827792,0.5477945465666666,0.7524391227455978,-0.07927205585420172,0.00021787359473795628,18.376360849466774,1.6686112783414953e-07,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADBE,0.001235123260289089,0.6675007468190793,1.0846875105195282,-0.6725033643509439,9.697923421438859e-05,19.409861608649088,1.6580281946942042e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIG,0.01213588489385314,0.3449523093378108,2.444211955079996,-3.5596072932356195,0.00028350835568124994,20.155684637714277,4.868501533830914e-09,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AMD,0.00290428664882967,0.34653840577502515,1.1984475641865355,-1.1956044962194947,0.0004883755502058086,18.69055185237215,2.389380682196923e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMGN,0.0007345402225112168,0.39191617222822267,0.6409556715809624,0.214522650360514,4.460577357551445e-05,19.75902615511702,1.0211824932609588e-07,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AMT,0.0012742207047869317,0.6423910654812541,1.0808008713569042,-0.34113872713426874,0.00021653735228055357,18.61108123141897,1.923159205320834e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AMZN,0.0017073695673539293,0.5799575910577213,1.1887362267172903,-0.6296482029575369,4.876715838734123e-05,20.334726800706335,1.5483128758940506e-08,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AXP,0.0021279539831461445,0.7280150375068473,1.4868765165925397,-0.9988239338528371,8.78410565951533e-05,19.824631572705098,9.211417327326308e-09,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BA,0.0009048684305255824,0.5643147985559505,0.853644505388125,-0.6848305436841879,6.056192978336526e-05,19.72602990593075,2.793590911463586e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BAC,0.003998303673205282,0.6353003772594689,1.9039303455996266,-0.9796566451682857,2.604799540169139e-05,21.186896657678254,6.441466800112608e-09,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BIIB,0.0013010431931782666,0.32060888640339896,0.7715378679198109,-0.15956470711515836,0.00011163375650040367,19.17209160801222,5.7253379161374654e-08,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BK,0.0031723328940958468,0.6484044199552974,1.7133100872869425,-0.4836122483309788,0.00020741438710003137,19.372046641574077,7.396487616888152e-09,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BKNG,0.002039853800384092,0.36394634567282586,1.0292996232360372,-0.4476925886463831,0.00023777600218625723,18.949033359347965,2.99059187195774e-08,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLK,0.0021310091035838157,0.6158215796910625,1.3684965772122586,-0.4556455398507062,0.0005216124394406001,18.182251876961995,1.0121339990828512e-08,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BMY,0.0005930510236558306,0.5045613311854256,0.6534714575451603,-0.05912441006114258,0.00010146554367137058,18.983246654575126,0.028697252089320804,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BRK-B,0.0005787177910727377,0.2726999779214671,0.4745692337670583,-0.35962640481471947,0.00013457074137810694,18.643884173838856,0.1858203744074144,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C,0.005096769591569536,0.5243312502817866,1.9528729193891972,-1.4070166779035473,3.0176900617856503e-05,21.185492116779674,6.941376702616681e-09,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CAT,0.0010192459449549034,0.6733072762997314,0.9896229569623457,-0.43196064040089927,7.077739134825681e-05,19.6150128377825,2.6254737403992088e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CL,0.00045843741665336645,0.5319069381447696,0.5899041713966868,-0.09857097325635288,8.45414998857863e-05,18.923133526789456,3.3136248025854737e-06,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMCSA,0.0013492240096489398,0.669957068340255,1.1357666927341887,-0.03724135629826285,9.230850892827654e-05,19.5200532622818,1.4233014348662677e-08,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COF,0.003073213419918065,0.678932972080785,1.7255733388736987,-0.36251212774216146,0.0001394026638386187,19.6435052424775,7.512643450626754e-09,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COP,0.001411079661396263,0.6102564308319062,1.1085506979727358,-0.5026986599263277,4.8062851684930224e-05,20.156369740494934,1.3224726074572939e-08,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COST,0.000655898743944445,0.5251241109875987,0.7010887375556909,-0.25078849199611397,9.398741730625193e-05,19.433348477917868,1.6482581669253467e-06,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRM,0.0020780000514296964,0.502215419393793,1.220369681422977,-0.6329519955039196,0.00031965403027740466,18.5834382641201,1.7232428949353732e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSCO,0.0009434775797660135,0.7675484165438272,1.016581714073903,-0.48748819416950684,4.303007905732662e-05,20.588247212977922,2.1134588785659823e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVS,0.0007825455479694184,0.44386887280859144,0.7040536737365845,-0.3068518485783028,7.518190479481695e-05,19.435959194971524,0.005703525652705268,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CVX,0.001202391163816565,0.6304978591240508,1.0401316399093368,-0.2038657910289259,3.265820886510475e-05,20.2720590497196,1.4160500030723051e-08,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
D,0.0005233987557125405,0.5746907504141985,0.6551746085012526,-0.22310787680607352,0.00025700791474057914,17.893789790475207,8.275467796562604e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DHR,0.0006365978165484539,0.6836179127916349,0.7880665620966107,-0.41840325752179747,0.0001670090591188862,18.490066192820677,7.042558341343786e-08,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DIS,0.0009556853171815082,0.7619884295010632,1.0194249452957747,-0.32392076283480853,5.78573849140701e-05,19.696251941664283,1.5559828913231642e-08,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUK,0.0005391671446542729,0.46745749674227816,0.5997308448170279,-0.22329259197695636,0.00020846705989901445,18.10763681663955,1.4974597452580537e-07,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EMR,0.0011122658188656817,0.6879398757227225,1.0449683786665869,-0.3823611263311135,0.00016059588506368473,18.755195091759393,1.7273090081860613e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EXC,0.0010874073569927976,0.5900271428104971,0.9568761724424439,-0.33683495937269803,0.0001515232525087237,18.856753102423816,1.8706234737530567e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F,0.003860454322709483,0.3542817550834004,1.3970669350146174,-1.0585180016674838,0.00032739907297942055,18.929786297681364,1.0714647400281505e-08,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDX,0.0009292036930877886,0.5940665795793999,0.8875577803524495,-0.28956916576373376,0.00010952294344413128,19.186267853447266,2.8507083670001558e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GD,0.0005771066275395373,0.5196148280364837,0.6541726909493233,-0.4005026750982309,0.00013260553710639237,18.68713637588815,1.7364153069058573e-06,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GE,0.0012351218890414102,0.6127082226968884,1.0392149238249524,-0.7668954573380016,1.6662934153625433e-05,21.009168387515732,2.358757651419626e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GILD,0.0008363432275047915,0.44100253720425336,0.725498347510544,0.12037735581441229,6.35301125533853e-05,19.563499871924098,9.528002713256712e-08,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GOOGL,0.0011862165902822317,0.4815165076686518,0.9028408446819276,-0.8007330614235626,9.285179436193053e-06,21.772071178947588,3.3354412906477985e-08,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GS,0.00241330520172025,0.5701595601577794,1.4012897367225388,-0.8915595312302156,2.0687152834404644e-05,21.236024059328276,1.039161007878742e-08,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HD,0.0010799805347280272,0.6459061279096341,0.9977374591142879,-0.0896000452002167,7.438571105306358e-05,19.631454448823593,2.295593681100949e-08,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HON,0.0008416250088432466,0.6999189222709717,0.9168679561381369,-0.5761220038076023,0.00012472544459290677,19.040404086583838,2.735156379198546e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IBM,0.0005136847281342893,0.6949719367571698,0.7137655329185604,-0.20092629001411755,3.016026953386383e-05,20.14961876150694,0.006684991589805604,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INTC,0.0011119203165793822,0.6417471282579209,1.0091190645265236,-0.5207618232050087,2.9116222849324284e-05,20.576408447526507,2.6473345707003296e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JNJ,0.00034485242780080686,0.6183944224774901,0.5516619587923695,-0.06839805425502422,1.8158874030921106e-05,20.151032661567143,0.1118734870110556,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
JPM,0.0028050619153522486,0.5861865565796653,1.5318377373098098,-0.26382770930224064,2.9072131767301313e-05,20.923070091014207,9.118802346566485e-09,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KO,0.0004932639573048261,0.4549872933680783,0.565930286968555,-0.27116737844183336,3.770255421795026e-05,19.767827446176174,0.008901640353121031,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIN,0.0012044544907140143,0.6230137687600927,1.0348267135516993,-0.37095030969903103,0.00017223656950513273,18.748123978147195,1.6000589355522717e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LLY,0.0007136011257900765,0.6032727730888774,0.7838053746263215,-0.22369637615908827,0.0001075791953054039,18.97833366738124,2.978844699560995e-08,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LMT,0.0006133569048791141,0.5652472708618722,0.7033953253441605,-0.20615129436640334,0.00011326065199519805,18.85207799539453,1.420828582358485e-07,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LOW,0.0012502759366660482,0.6312825109587732,1.0613006409857368,-0.01393305650297122,0.00010788434013150689,19.333849226876335,2.020179809129598e-08,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA,0.0015114469246280463,0.5583570603213115,1.097428079088019,-0.4038600607665024,4.1814655732741865e-05,20.43551307109067,1.8961613886704106e-08,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MCD,0.0004612712402569355,0.5459476547506947,0.5994835942615705,0.096216995343106,4.398491384546948e-05,19.690900143638356,0.05346437940972381,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,0.0003860773837329629,0.5887477609680097,0.5695415677009678,-0.13991835709865957,8.909371772530449e-05,18.93554362094022,0.04677121477029408,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,0.0005412724163769591,0.46006246794247657,0.5961286046953931,-0.43831192180203277,6.910561643667145e-05,19.211961121344174,1.9974701093692936e-05,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MET,0.0036855472766552915,0.48633345260378813,1.5993432303177695,-0.5093405792278528,0.00016152715122629132,19.297188790289248,8.236443088638986e-09,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MMM,0.0004984969318094213,0.6614157438816146,0.6859494627474295,-0.3349973886630962,6.67931902781707e-05,19.215100440586625,2.848207125193424e-07,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MO,0.000575073770338311,0.4411679187020577,0.6017101711571411,-0.36716888266750025,0.0001326124374018286,18.604666743129826,0.01647732398821693,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRK,0.001004165889387441,0.46668409000072986,0.8177825538912151,-0.5910840080808009,6.951693726112428e-05,19.711156531629783,3.024730688880026e-08,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MS,0.006441107879425903,0.6100902212024889,2.3681048639021616,-1.1244275611964512,0.00012307935706818972,20.163883457489607,4.011711224119099e-09,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MSFT,0.0009179225797566643,0.6435741374165533,0.9181759848565058,-0.5759967745097139,1.362062675298024e-05,21.19689850386651,2.427955200099104e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEE,0.0009211253510715691,0.5253980890884781,0.8310501328814356,-0.24608568711300788,0.00020749240060961586,18.341002995629307,1.9507142380971457e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NKE,0.000970315680548804,0.5768633555261587,0.8937511468776539,-0.20002298093170995,0.00010963603752311246,19.1238589307189,2.8130754876895335e-08,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVDA,0.0029505475256772972,0.3757277620887913,1.2577999159721451,-1.4086573776130518,0.0001979019302014753,19.502116287791385,1.4007394454860373e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,0.0009328893026120923,0.6601962103042287,0.9375084295695149,-0.23781288506554105,3.25002408268383e-05,20.30650371432986,2.853847356427644e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXY,0.0022888739044193696,0.5476484261897492,1.3374743661896829,-0.24898928153534933,9.330897467812607e-05,19.761090486756487,1.0034236009757523e-08,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PEP,0.00040383494626991,0.48691969493044135,0.5297295880084175,-0.29250423768464195,4.1352333537160666e-05,19.52737129177553,0.11500398376054556,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFE,0.0005625024075810341,0.7460653200490311,0.7738810825705754,-0.19371025047360588,3.580736515843746e-05,19.923042864028695,4.491659483353089e-08,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PG,0.000373239952977312,0.6306033422144798,0.5795565365737313,-0.1333806490804871,1.914978720172797e-05,20.277880185408375,0.00775011290860208,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,0.0012046310532795566,0.5367206241812486,0.9605606255054105,-0.05473926248434291,3.96227213034285e-05,20.255213668787455,3.6474010307509445e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTX,0.00074942994002654,0.7605115820303298,0.9018660678745407,-0.3177679236100007,6.608586885516092e-05,19.447202685376464,2.928361959888126e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SBUX,0.001314151284997096,0.5778605218922834,1.0410169625742938,-0.713550591061433,0.0002133428863008192,18.94074990509258,1.725081728709472e-08,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLB,0.0017998580358728603,0.5024848247372171,1.136067699450696,-0.8545571414100613,5.202317346806296e-05,20.26215145459136,1.424134660472177e-08,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SO,0.0003686057489057097,0.4810330376995285,0.5030279492485799,0.016584117671054846,0.00014354379514109272,18.27278464443802,0.15875301240265993,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SPG,0.0030257808541302523,0.6392609422228547,1.6614276423283842,-0.43599737798820537,0.00027234312904352525,18.656377261411336,8.379594749894249e-09,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
T,0.0008009310237830312,0.6946373105882356,0.8910462005686303,-0.3000057501518133,6.882173839943072e-05,19.44637386448643,2.4404680525087225e-08,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGT,0.0013866641774589233,0.612675872530497,1.1010946396894246,-0.3469832836559197,7.780691761039162e-05,19.715542821636838,1.598637678062887e-08,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMO,0.0009002875291369343,0.566964357496345,0.8534775606134898,-0.4933568975058557,0.00012608140671080097,18.913431009837375,2.6273053950713847e-08,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TMUS,0.0014748204119894963,0.3940440324186431,0.9106794960536568,-0.22784639495538495,0.0010582550142251529,17.304332405881446,3.57954181022001e-08,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN,0.0008751508487019299,0.48663502449722973,0.779590883774731,-0.7179489158567061,8.903857979920723e-05,19.43531429001262,4.0534421050790105e-07,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNH,0.0019393021573178393,0.4070713228621721,1.0614061650500217,-0.7554610680619678,0.0001221532925160652,19.421829446942528,1.4815742255124169e-08,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UNP,0.0010004698304694162,0.5007234749161882,0.8455213649095972,-0.24684850026503846,7.763970069796212e-05,19.509670374206266,1.0737818993409907e-07,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
UPS,0.0006162148409428563,0.6452578706992215,0.7532798380751858,-0.19760119685266342,8.12935358435295e-05,19.177925241356263,5.722492727820898e-08,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
USB,0.0014511370165325793,0.6087834536849889,1.1228176777908683,-0.1637977617992055,8.429502367892149e-05,19.616459670180973,1.978760423141963e-08,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
VZ,0.0007438460724361551,0.6293189539865769,0.8173358615225355,-0.18822186519678663,8.028112357356653e-05,19.284184855572054,3.73555890446669e-08,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFC,0.0026271909584765917,0.5736723857998436,1.4665652975585324,0.05373252825326358,3.647145244161223e-05,20.66587198839555,1.1541597619014759e-08,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WMT,0.00044261227928123805,0.5656996236458001,0.5977619753101605,0.19570405559956708,1.5692448630302e-05,20.624789708575808,0.06922337828785625,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOM,0.0010458717561273568,0.606942303710441,0.9517799091724036,-0.13857581993811685,1.2773291901274525e-05,21.107710938734733,1.7909103085402452e-08,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHW,0.0021238808588275983,0.682204788111175,1.4379575597885754,-0.4078834390945639,0.00020529757673507705,19.17223745930699,9.382966070086626e-09,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AAPL,0.0004509844348330297,0.5058901690532186,0.8157536310496766,0.9038175443164165,7.0889335176252335e-06,21.591317227494457,2.831664930913382e-07,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABT,0.00026501484228643905,0.12411042510442848,0.3097343339861525,0.044773382048115734,3.754176321729114e-05,19.520516586395726,0.039264499004835834,2009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ACN,0.00037451044691444414,0.29499695998160597,0.5676633525746428,0.25477883565170845,0.0001241868379361501,18.60323225958077,5.8795105335749365e-06,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADBE,0.0008449998884352359,0.540994502703427,1.15471516897196,0.5467166640787755,0.00010387844085958927,19.133517669480298,7.25793402199403e-08,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIG,0.009370374927645126,0.16069211189330065,2.0956844093596394,-0.04627733480494811,0.0009299111241287371,19.766148377254595,4.50426990944399e-08,2009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AMD,0.0022197324800606343,0.3293575517051342,1.460273655988601,1.4999536713824069,0.0005736112706914175,18.55589629163556,5.383098588533234e-08,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMGN,0.00040703750015577244,0.17993070163126534,0.46218938517693847,-0.020644613726903696,4.418932471828315e-05,19.54423040758948,6.899908966298763e-07,2009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AMT,0.0004912100195705982,0.45955015423321227,0.8114283658531426,0.38780217989918264,0.00019110904453288315,18.288695620431,2.9400174756408974e-07,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AMZN,0.001006029917893916,0.22958639193377112,0.8207835404055948,0.964412091706808,3.213016076985163e-05,20.438653653245655,1.4471005738807325e-06,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AXP,0.0021609945979365456,0.6737447236905509,2.0607468673314195,0.8160374717693113,9.462342108807668e-05,19.704915834845114,2.991885169163915e-08,2009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BA,0.0006348792260442523,0.4890883363525358,0.9516764675873873,0.27602865036804114,8.375255473098328e-05,19.25380224562144,9.190802828640876e-08,2009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
